id,barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,bonusPointsEarnedReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,pointsEarned,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId,receiptId
5217,null,PLAY DOH,0.56,0.56,null,1204,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5218,null,PLAY DON,0.56,0.56,null,1205,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DON,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5219,null,PLAY DOH,0.56,0.56,null,1206,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5220,null,PLAY DOH,0.56,0.56,null,1207,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5221,078300054764,Playtex Liners - Pre Sterilized Disposable,0.56,0.56,null,1208,null,1,null,null,null,null,null,null,null,null,null,null,null,null,PLAYTEX,null,0.56,PLAY DOE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5222,null,DG CHOC 1PC,1.33,1.33,null,1209,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.33,DG CHOC 1PC,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5223,null,Sour Cream,4.28,4.28,null,1210,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.28,SOUR CREAM,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5224,null,Eggs,9.12,9.12,null,1211,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.12,EGGS 60CT,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5225,null,COMP BOOK,0.50,0.50,null,1212,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5226,011110916068,Fresh Selections House Salad With Bacon Kit,11.23,11.23,null,1213,null,1,null,null,null,null,null,null,null,null,null,null,null,null,KROGER,null,11.23,HOUSE KIT,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5227,null,1% Milk,3.79,3.79,null,1214,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.79,1% MILK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5228,null,Apple Juice,3.38,3.38,null,1215,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.38,APPLE JUICE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5229,null,CHEESE SAUCE,2.34,2.34,null,1216,null,1,null,null,null,null,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5230,null,CHEESE SAUCE,2.34,2.34,null,1217,null,1,null,null,null,null,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5231,null,CHEESE SAUCE,2.34,2.34,null,1218,null,1,null,null,null,null,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5232,null,CHEESE SAUCE,2.34,2.34,null,1219,null,1,null,null,null,null,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5233,null,CHEESE SAUCE,2.34,2.34,null,1220,null,1,null,null,null,null,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5234,null,CHEESE SAUCE,2.34,2.34,null,1221,null,1,null,null,null,null,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5235,null,CHEESE SAUCE,2.34,2.34,null,1222,null,1,null,null,null,null,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5236,null,CHEESE SAUCE,2.34,2.34,null,1223,null,1,null,null,null,null,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5237,null,CWEESE SAUCE,2.34,2.34,null,1224,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.34,CWEESE SAUCE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5238,null,CHEESE SAUCE,2.34,2.34,null,1225,null,1,null,null,null,null,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5239,null,CHEESE SAUCE,2.34,2.34,null,1226,null,1,null,null,null,null,null,null,null,null,null,null,null,null,KROGER,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5240,null,CEEESE SAUCE,2.34,2.34,null,1227,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.34,CEEESE SAUCE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5241,889714000038,Crest 3D White Professional Effects Whitestrips,12.62,12.62,null,1228,null,1,null,null,null,null,null,null,null,null,null,null,null,null,CREST 3D WHITE,null,12.62,10X10 3D PL,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5242,null,CRAFTS,12.62,12.62,null,1229,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12.62,CRAFTS,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5243,null,MS LRG RLNG,45.86,45.86,null,1230,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.86,MS LRG RLNG,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5244,null,COMP BOOK,0.50,0.50,null,1232,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5245,null,COMP BOOK,0.50,0.50,null,1233,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5246,null,COMP BOOK,0.50,0.50,null,1234,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5247,null,COMP BOOK,0.50,0.50,null,1235,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5248,null,COMP BOOK,0.50,0.50,null,1236,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5249,null,COMP BOOK,0.50,0.50,null,1237,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5250,null,COMP BOOK,0.50,0.50,null,1238,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5251,null,COMP BOOK,0.50,0.50,null,1239,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5252,null,COMP BOOK,0.50,0.50,null,1240,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5253,null,COMP BOOK,0.50,0.50,null,1241,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5254,null,COMP BOOK,0.50,0.50,null,1242,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5255,null,COMP BOOK,0.50,0.50,null,1243,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5256,null,COMP BOOK,0.50,0.50,null,1244,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5257,null,COMP BOOK,0.50,0.50,null,1245,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5258,null,COMP BOOK,0.50,0.50,null,1246,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5259,null,COMP BOOK,0.50,0.50,null,1247,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5260,null,COMP BOOK,0.50,0.50,null,1248,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50,COMP BOOK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5261,051611165893,Coleman All Natural Bacon - Hickory Smoked,23.96,23.96,null,1249,null,2,null,null,null,null,null,null,null,null,null,null,null,null,COLEMAN NATURAL,OSCAR MAYER BACON,23.96,COLEMAN BA,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5262,null,JIMMY DEAN,13.96,13.96,null,1252,null,2,null,null,null,null,null,null,null,null,null,null,null,null,JIMMY DEAN,OSCAR MAYER SAUSAGE LINK,13.96,JIMMY DEAN,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5263,23572500000,Signature Roast Beef,53.91,53.91,null,1255,null,3,null,null,null,null,null,null,null,null,null,null,null,null,SIGNATURE,null,53.91,SIG FRM BE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5264,null,Jalapeno Peppers,2.69,2.69,null,1258,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.69,JALAPENO PEPPERS,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5265,071279275024,Fresh Express Sweet Red Butter & Baby Spinach,17.16,17.16,null,1260,null,2,null,null,null,null,null,null,null,null,null,null,null,null,FRESH EXPRESS,null,17.16,FRSH EXP S,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5266,null,Raspberries,10.00,10.00,null,1263,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.00,RASPBERRIE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5267,null,Strawberries,5.99,5.99,null,1266,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.99,STRAWBERRIES 1LB,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5268,012000171864,Diet Pepsi Classic Taste Soda - 12 Pack Cans,8.99,8.99,null,1268,null,1,null,null,null,null,null,null,null,DIET PEPSI 12 OZ 12 PACK,null,null,null,null,PEPSI,null,8.99,PEPSI DIET SODA,null,null,null,null,null,null,null,null,null,DIET PEPSI 12 OZ 12 PACK,600f0cc70a720f053500002c
5269,012000000171,Pepsi Cola,8.99,8.99,null,1270,null,1,null,null,null,null,null,null,null,PEPSI 12 OZ 24+ COUNT,null,null,null,null,PEPSI,null,8.99,PEPSI,null,null,null,null,null,null,null,null,null,PEPSI 12 OZ 24+ COUNT,600f0cc70a720f053500002c
5270,012000010736,Mountain Dew Game Fuel Citrus Cherry Soda,35.96,35.96,null,1272,null,2,null,null,null,null,null,null,null,MOUNTAIN DEW CITRUS CHERRY 12 OZ,null,null,null,null,MOUNTAIN DEW,null,35.96,MOUNTAIN D,null,null,null,null,null,null,null,null,null,MOUNTAIN DEW CITRUS CHERRY 12 OZ,600f0cc70a720f053500002c
5271,null,Sparkling Water,80.00,80.00,null,1275,null,8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,80.00,SPARKLING,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5272,null,Sparkling Water,5.00,5.00,null,1278,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.00,SPARKLING,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5273,null,GRAPE RASP,11.25,11.25,null,1281,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.25,GRAPE RASP,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5274,null,SIG CRAN RSP JUICE,1.69,1.69,null,1284,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.69,SIG CRAN RSP JUICE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5275,null,PORK SAUSAGE ROLL,5.99,5.99,null,1285,null,1,null,null,null,null,null,null,null,null,null,null,null,null,KROGER,null,5.99,PORK SAUSAGE ROLL,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5276,null,Pork Sausage,5.99,5.99,null,1287,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.99,PORK SAUSAGE RULL,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5277,null,SIG CLAMSHELL50/50,4.99,4.99,null,1289,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.99,SIG CLAMSHELL50/50,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5278,null,Romaine Hearts,2.99,2.99,null,1291,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.99,ROMAINE HEARTS 3CT,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5279,null,Roasted Salted Mixed Nuts,2.99,2.99,null,1293,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.99,RSTD & SALTED NUTS,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5280,4061,Iceberg Lettuce,1.49,1.49,null,1295,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.49,ICEBERG LETTUCE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5281,null,Yellow Bell Pepper,15.00,15.00,null,1297,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15.00,YELLOW BEL,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5282,null,Strawberries,7.98,7.98,null,1300,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.98,STRAWBERRI,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5283,071840205009,Marie's Coleslaw Dressing,14.00,14.00,null,1303,null,2,null,null,null,null,null,null,null,null,null,null,null,null,MARIE'S,null,14.00,MARIES COL,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5284,077661137833,Litehouse Sweet Onion With Dijon Dressing & Marinade,3.99,3.99,null,1306,null,1,null,null,null,null,null,null,null,null,null,null,null,null,LITEHOUSE,null,3.99,LITEHSE SWT ON DRS,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5285,077661120460,Litehouse Freeze Dried Italian Blend,3.99,3.99,null,1308,null,1,null,null,null,null,null,null,null,null,null,null,null,null,LITEHOUSE,A.1. DRY RUB,3.99,LITEHOUSE ITALIAN,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5286,null,KIT KAT BUNN,13.48,13.48,null,1310,null,2,null,null,null,null,null,null,null,null,null,null,null,null,KIT KAT,null,13.48,KIT KAT BUNN,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5287,null,KIT KAT BUNN,13.48,13.48,null,1313,null,2,null,null,null,null,null,null,null,null,null,null,null,null,KIT KAT,null,13.48,KIT KAT BUNN,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5288,null,CADBURY EGG,100.48,100.48,null,1316,null,1,null,null,null,null,null,null,null,null,null,null,null,null,CADBURY,null,100.48,CADBURY EGG,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5289,null,LEGO FRIENDS,5.58,5.58,null,1318,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.58,LEGO FRIENDS,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5290,4131,Large Fuji Apples,7.30,7.30,null,1320,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.30,APL FUJI,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5291,4053,Large Lemons,20.00,20.00,null,1321,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.00,LEMONS,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5292,null,STACARR MRKTP C,0.00,0.00,null,1323,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,STACARR MRKTP C,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5293,null,C TGGS,2.89,2.89,null,1324,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.89,C TGGS,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5294,null,Salsa Mild,3.66,3.66,null,1325,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.66,ACV SA SA MILD,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5295,null,D NI SROOIMIE,3.39,3.39,null,1326,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.39,D NI SROOIMIE,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5296,null,5 P E IRU M MLLX,3.49,3.49,null,1327,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.49,5 P E IRU M MLLX,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5297,034000040476,Cadbury Dairy Milk Caramello Bar,4.66,4.66,null,1328,null,1,null,null,null,null,null,null,null,null,null,null,null,null,CARAMELLO,null,4.66,04R D CMO MI K,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5298,null,CALFIA ALMO MIK,4.29,4.29,null,1329,null,1,null,null,null,null,null,null,null,null,null,null,null,null,CALIFIA FARMS,null,4.29,CALFIA ALMO MIK,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5299,null,TII ODX SR CREAM,1.79,1.79,null,1330,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.79,TII ODX SR CREAM,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5300,null,40 HVM CRM,4.99,4.99,null,1331,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.99,40 HVM CRM,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5301,null,MOOX YOOURT,0.69,0.69,null,1332,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.69,MOOX YOOURT,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5302,null,LIAAMOO YOOURT,0.69,0.69,null,1333,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.69,LIAAMOO YOOURT,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5303,null,TIIIAMOO 103URT,0.69,0.69,null,1334,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.69,TIIIAMOO 103URT,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5304,null,TICTAMOOX YO3RT,0.69,0.69,null,1335,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.69,TICTAMOOX YO3RT,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5305,null,TILIA 005 YOGURT,0.89,0.89,null,1336,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.89,TILIA 005 YOGURT,null,null,null,null,null,null,null,null,null,null,600f0cc70a720f053500002c
5306,021000054473,null,9.99,9.99,null,1,null,1,null,null,null,null,null,null,null,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,600f48750a7214ada2000041
5307,021000054473,null,9.99,9.99,null,2,null,1,null,null,null,null,null,null,null,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,600f48750a7214ada2000041
5308,021000054473,null,9.99,9.99,null,3,null,1,null,null,null,null,null,null,null,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,600f48750a7214ada2000041
5309,021000054473,null,9.99,9.99,null,4,null,1,null,null,null,null,null,null,null,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,600f48750a7214ada2000041
5310,021000054473,null,9.99,9.99,null,5,null,1,null,null,null,null,null,null,null,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,600f48750a7214ada2000041
5311,021000054473,null,9.99,9.99,null,6,null,1,null,null,null,null,null,null,null,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,600f48750a7214ada2000041
5312,021000054473,null,9.99,9.99,null,7,null,1,null,null,null,null,null,null,null,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,600f48750a7214ada2000041
5313,021000054473,null,9.99,9.99,null,8,null,1,null,null,null,null,null,null,null,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,600f48750a7214ada2000041
5314,021000054473,null,9.99,9.99,null,9,null,1,null,null,null,null,null,null,null,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,600f48750a7214ada2000041
5315,043000079232,COOL WHIP Whipped Topping 4-Pack Original 4-8 OZ Cups,1,1,null,1,null,1,null,null,null,null,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,600f41e60a720f0535000033
5316,029000020351,P3 Peanuts Ham Jerky Sunflower Kernels Portable Protein Pack - 5.4oz - 3ct,9.99,9.99,null,1,null,1,null,null,null,null,null,null,559c2234e4b06aca36af13c6,OSCAR MAYER P3,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,50.0,800,null,null,null,null,null,null,600ed4d90a7214ada200001c
5317,029000020351,P3 Peanuts Ham Jerky Sunflower Kernels Portable Protein Pack - 5.4oz - 3ct,9.99,9.99,null,2,null,1,null,null,null,null,null,null,559c2234e4b06aca36af13c6,OSCAR MAYER P3,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,50.0,800,null,null,null,null,null,null,600ed4d90a7214ada200001c
5318,029000020351,P3 Peanuts Ham Jerky Sunflower Kernels Portable Protein Pack - 5.4oz - 3ct,9.99,9.99,null,3,null,1,null,null,null,null,null,null,559c2234e4b06aca36af13c6,OSCAR MAYER P3,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,50.0,800,null,null,null,null,null,null,600ed4d90a7214ada200001c
5319,029000020351,P3 Peanuts Ham Jerky Sunflower Kernels Portable Protein Pack - 5.4oz - 3ct,9.99,9.99,null,4,null,1,null,null,null,null,null,null,559c2234e4b06aca36af13c6,OSCAR MAYER P3,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,50.0,800,null,null,null,null,null,null,600ed4d90a7214ada200001c
5320,029000020351,P3 Peanuts Ham Jerky Sunflower Kernels Portable Protein Pack - 5.4oz - 3ct,9.99,9.99,null,5,null,1,null,null,null,null,null,null,559c2234e4b06aca36af13c6,OSCAR MAYER P3,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,50.0,800,null,null,null,null,null,null,600ed4d90a7214ada200001c
5321,043000200520,JELL-O GELATIN RASPBERRY 6 OZ BOX,9.99,9.99,null,1,null,1,null,null,null,null,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,600f42050a7214ada200003b
5322,043000200520,JELL-O GELATIN RASPBERRY 6 OZ BOX,9.99,9.99,null,2,null,1,null,null,null,null,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,600f42050a7214ada200003b
5323,043000200520,JELL-O GELATIN RASPBERRY 6 OZ BOX,9.99,9.99,null,3,null,1,null,null,null,null,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,600f42050a7214ada200003b
5324,043000200520,JELL-O GELATIN RASPBERRY 6 OZ BOX,9.99,9.99,null,4,null,1,null,null,null,null,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,600f42050a7214ada200003b
5325,043000200520,JELL-O GELATIN RASPBERRY 6 OZ BOX,9.99,9.99,null,5,null,1,null,null,null,null,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,600f42050a7214ada200003b
5326,044700009000,OSCAR MAYER Cold Cuts Beef Bologna 2-16OZ Packs,4.66,4.66,null,1,null,4,null,null,null,null,null,null,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,23.6,800,null,null,null,null,null,null,600ed4520a720f0535000012
5327,041129412152,CLASSICO All Natural Peeled Ground Tomatoes 28 OZ Can,5,5,null,1,null,1,null,null,null,null,null,null,559c2234e4b06aca36af13c6,CLASSICO SAUCE,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,25.0,800,null,null,null,null,null,null,600f012c0a720f0535000025
5328,041129412152,CLASSICO All Natural Peeled Ground Tomatoes 28 OZ Can,5,5,null,2,null,1,null,null,null,null,null,null,559c2234e4b06aca36af13c6,CLASSICO SAUCE,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,25.0,800,null,null,null,null,null,null,600f012c0a720f0535000025
5329,041129412152,CLASSICO All Natural Peeled Ground Tomatoes 28 OZ Can,5,5,null,3,null,1,null,null,null,null,null,null,559c2234e4b06aca36af13c6,CLASSICO SAUCE,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,25.0,800,null,null,null,null,null,null,600f012c0a720f0535000025
